Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
Alternaria_006.jpg,Alternaria,44.346532671364514,67.04494359428101,38.73070147341447,71.78595990267249,0.8099298180791223,0.7797634938127032,0.8501263732839732,0.798349904798315,1.7581678411274824,2.2594461983953034,1.2747437540038435,2.0937481147821195,2.7117316511184093,2.796941490573076,2.587767414879423,2.7583159953695287,0.43094616207119374,0.42772886880348826,0.43321681763724423,0.4281359837701548,0.656464897821044,0.6540098384607744,0.6581920826303247,0.6543210097269954,0.9960438484667858,0.9940364037750145,0.9965448364328274,0.9936146940167007
Alternaria_009.jpg,Alternaria,68.94831037796284,151.3596895171831,83.41912235746318,103.76452371855456,0.6243858801542023,0.5432330662058109,0.5964655252925676,0.5525507862747304,2.820227418321589,4.495847493414305,3.4048686739269707,4.274608377405539,4.896506704639199,5.196109749327779,5.0266216984619065,5.187664527092052,0.1248830403452529,0.12079139288257318,0.12334809686838127,0.12100349584789573,0.35338794595352696,0.34755056162028164,0.3512094771904387,0.34785556751027535,0.9951844092776093,0.9894303235461465,0.9941725361606203,0.9927539660883827
Alternaria_010.jpg,Alternaria,92.37728219090326,121.67688873695428,94.6188741191544,196.70381467554142,0.6300683992909679,0.5713568356315625,0.6322291384905654,0.5669878370259425,3.6217568866111467,4.808220555410324,3.900264253683537,5.542922640712662,4.544518680261819,4.737325276231333,4.566144040506101,4.784821390358138,0.11958170005761584,0.11608247332568093,0.11852735989618583,0.11522564871734908,0.34580587047882205,0.34070878081681566,0.34427802703075,0.33944903699576034,0.9936132492585741,0.9915871920621439,0.9934612703802577,0.9863997885655472
Alternaria_011.jpg,Alternaria,75.77922805893658,107.58881135755794,77.27386290839206,155.93955237386635,0.6279115284510342,0.567772946670548,0.6437047045117136,0.5723187113460371,3.163997437540038,4.485028856401698,3.215326713645099,4.512256429849786,4.711090376594184,4.935074161408775,4.686584736726429,4.910075308698703,0.13295807156324274,0.12903072176584696,0.13301765110104669,0.12947367132682439,0.36463416126748566,0.3592084656099393,0.36471584980782873,0.35982450073171,0.9947749374226348,0.9925839594670409,0.9946718806771553,0.9892511681604811
Alternaria_014.jpg,Alternaria,95.67224535554132,243.482032616783,153.67216527866753,149.83112469585149,0.6334037495097966,0.5781246365708771,0.6719987324293286,0.5920453595011227,2.1879404228058936,3.6077942448068527,2.591087443946188,2.9614912827525184,5.537830125415566,5.781315931926254,5.480251987905156,5.7049434259776,0.07503367470439784,0.07211688510002076,0.07416048398294518,0.07271759151092312,0.27392275317030135,0.26854587150060744,0.27232422584659116,0.2696619949324026,0.9933239405889313,0.9829984151817395,0.9892907302999859,0.989537763638842
Alternaria_016.jpg,Alternaria,46.46732863549008,104.47730700396147,75.2652146060218,106.04013754549658,0.6165785499707676,0.5710199338561195,0.6462976731825165,0.5372576744001588,2.222613709160795,3.0877757445353815,2.184336963484946,3.170101952583,5.735104741959086,5.9124439244837665,5.623485493474941,5.979730405420404,0.06760844911435286,0.06459631363262991,0.0663139418534298,0.06453072053028974,0.2600162477891581,0.25415804853010243,0.2575149352046009,0.25402897576908373,0.996742664004129,0.9926677706027944,0.9947223788808246,0.9925580909760114
Alternaria_021.jpg,Alternaria,75.44142376681614,149.57232198515956,104.12479980781549,157.1661203724185,0.576317621494122,0.5126373768524213,0.5803545304661721,0.5205061952220749,3.44859064702114,5.0704417945263325,3.7379484304932733,4.932453900138752,5.094486935022238,5.355668923256837,5.1144233115529545,5.322038823226643,0.09679890629020516,0.09359585212787569,0.09670769264406708,0.09337361116447185,0.3111252260589057,0.30593439186838034,0.3109786048011456,0.30557095929500866,0.9947071401340039,0.9895022366158127,0.9926947564555368,0.9889692643546439
Alternaria_022.jpg,Alternaria,112.94831037796286,165.95511673269118,87.31502242152467,180.71579963401638,0.6151033452393666,0.5559946515627229,0.6283199637681324,0.5767665615336255,2.8786034593209484,4.019103541193267,2.7287796284433057,3.898168070944519,5.044029548415148,5.270596377091474,5.025142125778629,5.229084926240647,0.12131833239121605,0.11778896739069346,0.12127703553931958,0.1178661944635094,0.3483078127048201,0.3432039734482884,0.3482485255378974,0.34331646401463095,0.9922004691284873,0.9885420727739184,0.9939705497971185,0.9875229608970418
Alternaria_023.jpg,Alternaria,156.92240550928892,223.76267369140743,111.83652306213965,228.8183554867381,0.6400611645258059,0.5784480776407088,0.6737874258089135,0.5818723067089184,3.425408392056374,4.802871563876209,3.0613388853299166,4.428924772265679,4.677397214671118,4.899270122920751,4.6081022672135346,4.836272263904611,0.08293671886574212,0.07924706114949336,0.08326219067165465,0.07960097902240271,0.2879873588644858,0.281508545428897,0.2885518855797942,0.2821364546144342,0.9891241865721185,0.984478393875295,0.9922489516057365,0.9841276995426597
Alternaria_024.jpg,Alternaria,98.85562139654067,163.41366204830177,64.13793241511851,110.1814635323453,0.6584018672837142,0.5939421139668993,0.6616127707713336,0.614262482797527,2.7421925048046125,3.979971445233164,2.586162716207559,3.4195740915763437,4.508691109926161,4.734229494485763,4.49536649411222,4.671658416949187,0.138225114832212,0.1343286840418599,0.13842202551925822,0.13504586117388875,0.3717863833335105,0.36650877757819106,0.3720511060583723,0.3674858652708819,0.9932082172164202,0.9887779137699789,0.995593463487483,0.9924335219637609
Alternaria_027.jpg,Alternaria,69.26939862267778,74.21098353073658,36.72984064702114,114.14554887490196,0.6474399182519113,0.599987196936059,0.7045915525353647,0.6061243956878275,2.985285874439462,3.5039111986969376,2.1590526905829597,3.840213959661365,4.936643336296285,5.0607883418762185,4.728545616537983,5.085127082760003,0.09243364260696035,0.09065031200227922,0.09389047037365993,0.09046992935335775,0.30402901606090227,0.3010819024821638,0.30641551914624027,0.3007821958716269,0.9952299768246371,0.9948920704658555,0.9974747787535333,0.9921433810394421
Alternaria_028.jpg,Alternaria,43.58420083279949,113.28878521587,74.8963404868674,86.96671962034225,0.5937189399267455,0.5082174351150812,0.6049374403444314,0.5470551947532055,2.1131085842408712,3.5183896720223613,2.5449631646380526,2.938285507450381,5.789832340959291,6.1170456952142285,5.821962014590316,5.990474137937259,0.04984651757519378,0.046921698622480267,0.04901444596453853,0.047479633041477544,0.2232633368361088,0.21661416994850607,0.2213920639149889,0.21789821715993352,0.996903542220888,0.9919364881474336,0.9946802934610923,0.9938100035841924
Alternaria_030.jpg,Alternaria,67.48460522101217,146.94071869532866,135.31077834721333,215.59381849624967,0.5756605094703537,0.4939743520557036,0.5613647738192431,0.4983711422045854,3.444086322869955,5.067003157111545,4.0299887892376685,5.448269621347705,5.549798781065302,5.815050111501535,5.5967701101679435,5.844859117159767,0.044690269130177915,0.04174613131237426,0.042804485964437464,0.041624266881886016,0.21140073114863608,0.20431870034917082,0.2068924502354725,0.2040202609592636,0.9951142856201334,0.9893379489638139,0.9901971463211173,0.9843564648634979
Alternaria_031.jpg,Alternaria,58.084160794362596,83.59707615274789,27.189802210121716,68.08986707957126,0.6202429911688586,0.5762798560213579,0.6701603111844682,0.5738073799755244,2.5127322229340168,3.240061131331818,1.9072909993593852,3.040539725311187,5.157876616612793,5.311294964391255,4.998839340070602,5.297464897844125,0.08812437698839187,0.0872658524843413,0.09074317807298724,0.08668187148557413,0.296857502833248,0.29540794248689606,0.30123608361713117,0.29441785184593366,0.9959559035346368,0.9941822290408173,0.9981088598556863,0.9952614245415231
Alternaria_032.jpg,Alternaria,37.38819266495836,99.87671177783588,78.50856822549648,105.72384323030829,0.6189086342682608,0.5564354378628626,0.643330342548015,0.5572804900057098,2.4520539718129406,3.6552715719198057,2.6297645739910314,3.568561603893101,5.20183831828396,5.418809422900795,5.1394015640162625,5.401471971287603,0.0794412101103927,0.07620042491188245,0.07828624103418587,0.07599890475330018,0.28185317119094594,0.2760442444824424,0.2797967852463389,0.27567898859597584,0.9973959779524976,0.9930376509928205,0.9945315710905338,0.9926300507711237
